Query ID,Predicted Cardinality
0,40851.14324722642
1,3540.775396894049
2,2382053.734092572
3,1348127.694629978
4,1448050.9341026822
5,1066.1450009017576
6,23.396199286326738
7,941399.7462725462
8,89298.94810784732
9,4077575.2537113843
10,72.34963101672851
11,630164.9424047183
12,17469419.411840253
13,14742213.247611083
14,514702.4776047741
15,1165027.259044645
16,85659.4019706517
17,2600577.383909988
18,33813.376423995855
19,30654.76879686502
20,206.25356932259794
21,3909879.3196890187
22,181828020.07156798
23,32.43386152224177
24,119512.9758750204
25,3590244.7244575196
26,15962.699317585613
27,55.1455683971027
28,444.23619508887185
29,10631.330933900192
30,476848.4635397466
31,19870.23929088407
32,31600106.08799705
33,3590244.7244575196
34,7.222206914350313
35,485.6539485510721
36,13144748.69370402
37,7972176.085733846
38,3971091.166399281
39,16784802.481662054
40,8528062.849180022
41,728780.1499976406
42,1692319.9694475674
43,231.30992725375813
44,127553.16390071777
45,26.981558600816367
46,28.788597571743566
47,43.24724107466748
48,444.504026797412
49,5437370.992811641
50,574910.4487494316
51,22401976.039955605
52,21620459.41542814
53,232852.1694353824
54,18578125.948745802
55,605394.6425612778
56,6041232.322774826
57,897789.7537337014
58,9458.154593744655
59,398689.009018327
60,612958.5937340538
61,252266.89477657838
62,2224877.5547401467
63,10221.301794392975
64,119.43616897069322
65,19.863208276668946
66,204918.31326841455
67,127290.31873857071
68,277282.7562031048
69,5450890.765841049
70,3971091.166399281
71,195999.11094778535
72,24.829798330136065
73,586402.1930691553
74,18241358.912661232
75,273.74667123518344
76,9119126.949948752
77,16484598.653240832
78,27725448.057096884
79,5372829.693702709
80,5205.754424014417
81,6798.693761458189
82,27768262.696275853
83,42349.6776017351
84,34558.86655586919
85,44898.90534290888
86,5088.515423472333
87,30785597.521324504
88,334.8506004351139
89,4417399.048348657
90,15540172.140622202
91,870535.3710127788
92,461389.51933687896
93,293156.7798163408
94,38558.31257304046
95,3056902.867401425
96,3674852.1848755274
97,80.45317074991472
98,14007626.052011961
99,7.988598418671615
100,86373.48357655806
101,186505.1732498925
102,166.16714743687675
103,7427.65722103728
104,929085.2297610344
105,18.53466359727303
106,34280922.55250961
107,353832.1579245132
108,28489189.223989908
109,1398246.0383417758
110,16.898731496325386
111,8.538321050603347
112,690762.8684247173
113,1473427.8454390771
114,1067685.0732903937
115,5787306.152255559
116,18.05028179998368
117,16940.137125132132
118,21815.46858178223
119,744663.7527936575
120,25.045354044596046
121,3971091.166399281
122,1344172.3444919358
123,163.13051885869552
124,9794074.63516234
125,368657.7891717375
126,12643882.015320778
127,939666.815341018
128,13807.584056372481
129,5673.412709335834
130,62120.888356965304
131,1054366.9722163405
132,10358.735388227953
133,821352.5050317976
134,288.8518880620721
135,617918.6956563628
136,20.649913964501483
137,401975.7925024174
138,11885193.139062807
139,308975.4058964315
140,384002.4299504856
141,1442217.0756745108
142,158.62109481123264
143,8257.530444230453
144,2014.554469934209
145,2766057.0761593357
146,2363002.5830509365
147,2621156.4390320447
148,1568.9650278185522
149,5241920.445194825
150,238761.7868863241
151,3383673.344057489
152,181828020.07156798
153,56458.61658011303
154,776261.2580768224
155,27124908.11022634
156,82787266.43868375
157,308526.96155844274
158,206651.59916117135
159,314.1674393876846
160,2660469.1127264984
161,1756357.655050731
162,103998.98528528103
163,1823474.0232390251
164,2988519.9138868907
165,9125738.820418065
166,15731064.070865791
167,28400050.29268406
168,16930391.78634306
169,25.949204326292698
170,40316.18982787371
171,769280.7082836016
172,340194.6443768613
173,2381917.4357841443
174,986098.7340514967
175,782.7270965787868
176,122.64239537265057
177,14361211.78126819
178,61093.378496042445
179,1381463.1584314986
180,10697189.077578994
181,2515952.558519762
182,494.87333162090187
183,166081.05759891096
184,39700329.322240494
185,69827249.224901
186,1098273.8296053156
187,3274006.1823613145
188,30331.339148703973
189,27519.19620248827
190,77645603.11624336
191,7409606.184926444
192,5671582.06494295
193,10.797103941057923
194,51.982468376109935
195,451695.8575905048
196,30667272.106240377
197,31079.18540010753
198,62.60968479222246
199,190059.09555715727
200,2.9758857339700824
201,8868416.548259337
202,2501234.6709758616
203,828395.4392659396
204,55738817.35761462
205,34534637.83017254
206,114.33992346917229
207,520.5496105064316
208,11333924.205636138
209,14691854.793342551
210,16597.710361313213
211,5650402.820473493
212,39.809682621219736
213,485939.61460825865
214,25495.33376496041
215,340.3568678569432
216,573.8233663052406
217,820351.2715161181
218,14028454.396978635
219,6088.5991947018165
220,223.60777503025025
221,122.95836220689843
222,2345.009131112839
223,3308062.555247048
224,192501.8387865441
225,31584800.6013321
226,177806.03150736028
227,559.0330481099646
228,198.3668744529954
229,13546702.903942842
230,1827392.7176768966
231,1778812.5697304544
232,535.3921748902126
233,597422.4437530661
234,2249054.427756491
235,10500.500079400696
236,966183.3091345584
237,63174210.09791398
238,26345.69023899032
239,5453006.914932941
240,13415.111027357256
241,36957869.29210052
242,8.433025941820624
243,16392.049288500406
244,1802903.7795689804
245,378234.74554874556
246,1445676.2357778002
247,1788066.7137486292
248,2550034.4622232104
249,1633.3460834383973
250,24589.10615190914
251,113792.27294611617
252,67.50686199262698
253,1915076.514346087
254,1385298.3456477597
255,3838309.096366606
256,57.99028837157004
257,23965606.057713
258,42189504.40765463
259,2163554.669420886
260,219441.19452057083
261,872417.8227611001
262,436791.49296785874
263,2554.644402600644
264,672712.3514536218
265,561107.6398075265
266,207602238.29522613
267,9186758.36344988
268,300178.3486358426
269,16.77370591539878
270,2970031.90145883
271,1844815.487929636
272,1166651.6440803295
273,17160047.260486964
274,42313.98983204615
275,75040979.96972406
276,3542712.8305646
277,1421705.7416279027
278,185.91956618524128
279,12632191.02244176
280,21.44351559749319
281,1121533.2188285475
282,71.53657344275635
283,106.2185467638
284,1234286.7583197171
285,13914134.559603369
286,12480.371663138414
287,847444.4285411234
288,130288.04558829086
289,1090976.8831686773
290,529273.3218669957
291,27.406789569529742
292,42123409.817185186
293,2891318.0096606063
294,2201.9943670107764
295,61.83728338283978
296,581267.5243727403
297,1815410.7689050403
298,1594444.292658178
299,138.85698241674336
300,22010246.689382747
301,25.28272545355417
302,134340.40205469757
303,394940.6667489651
304,135051.7908794509
305,9129.711721188954
306,130.21120567167284
307,21150178.21729083
308,2065437.335483652
309,1747679.2519201972
310,2268471.584312892
311,242.79536549412316
312,9.544492429458174
313,500272.68173820374
314,1183149.2080441688
315,31600106.08799705
316,179.2258591397763
317,658322.6548801749
318,24.867566293364625
319,4591.635589432527
320,3.548469724626506
321,517618.05944304884
322,12651915.291134711
323,195894.27725640847
324,41.25237476179732
325,345973.67443534674
326,112535.00325591442
327,86.57956881822255
328,7.860515713714477
329,126.22904184207835
330,1100764.2132871414
331,902161.842833791
332,114080.65186170266
333,374929.273592258
334,436796.0751170062
335,22.89650017093626
336,58711.25552387184
337,210428.01034582325
338,2526004.4738903916
339,17.384382116848343
340,1169003.8353878597
341,657288.1844045599
342,173502170.66926318
343,87.44822680538583
344,24.063123258919877
345,88.38378272268538
346,1156159.395866469
347,23819.46814094887
348,1016568.717633533
349,8385.20825190574
350,710377.4661305394
351,3039391.5108898855
352,266003.1393035933
353,332931.6591562926
354,688531.2986455967
355,977736.4682908828
356,1399.1676364894822
357,91957213.28621593
358,915470.8777680461
359,4868416.022324802
360,164447.46108287195
361,654629.5108454297
362,610985.3695925563
363,223913505.92815417
364,1526258.5210517203
365,1304471.276934132
366,576581.8297624496
367,78732322.24598578
368,8144762.706010785
369,31213968.67348476
370,741899.9544536591
371,52.84764689084895
372,4760.310246148462
373,182848.1322935015
374,129658.74105645323
375,5361154.713168631
376,4808.648510023231
377,2578679.022278409
378,30667272.106240377
379,2.7757215735411496
380,845.607717411773
381,78.7545729851613
382,5735444.148139057
383,9867313.98906172
384,8325221.066479214
385,35.783051363243004
386,39310468.643615246
387,1280456.1946721824
388,1827392.7176768966
389,652.1789732655833
390,972486.0478523442
391,16707282.9254935
392,6507916.8344131615
393,1341.6716297118137
394,31513312.672468647
395,4.731786428396419
396,1411.0299748400005
397,32347.88912467518
398,1010957.4258948085
399,58958675.18191999
400,828777.8969421043
401,1702.5790089955428
402,423782.22552224225
403,16846.58216227687
404,72.00302457127454
405,441642.79726676084
406,12537425.192151573
407,19858.247727316524
408,13393399.892789057
409,10373.811609979819
410,4597584.270560262
411,790.0108356478602
412,581267.5243727403
413,116.99767962374843
414,653040.0942547602
415,162210.4332768393
416,314201.6273143018
417,6203398.430908885
418,23273230.0018626
419,549022.4977151109
420,2963295.505391392
421,312574.8797691735
422,27546.00473411322
423,22.356933305428004
424,872734.8732991078
425,4280853.044048627
426,28298.29815056878
427,62.95197482644288
428,27478.96680232909
429,266.81536743609166
430,2648.3369721562517
431,2326380.9352686275
432,14.85232762262306
433,18120.964906713383
434,40551.641326736324
435,2896567.2976646125
436,9005720.224601453
437,314257.9658168005
438,5536101.4926083395
439,10604998.598157227
440,356.73566975197696
441,67205.21799152702
442,14.395867207694577
443,118.40537660421953
444,5172408.264690961
445,1050620.0296110758
446,488230.16021837154
447,700425.3640110813
448,3849912.0710296794
449,589445.0381654478
450,13.318655046924087
451,863.5498748074916
452,8601304.129568595
453,52335613.163486324
454,1649.894027560782
455,3154327.414871587
456,11260425.427528242
457,32245.538993640657
458,1473888.813388092
459,45944.19386579704
460,448943.4679364993
461,1991808.932010429
462,248784.92888844025
463,1192514.0544941972
464,445695.3723287249
465,11431.659794850757
466,1839544.9716107957
467,6.978748090522161
468,5.403688060428615
469,10.842849399777808
470,2928079.461470013
471,876472.4115963605
472,24213.382592143793
473,3.060496757673114
474,5172408.264690961
475,29.02163294023321
476,3299332.1055943435
477,4881512.608759589
478,568832.7992573294
479,5712321.042423096
480,292.16412374143357
481,2653240.259745269
482,6224.111794429545
483,4503132.79762018
484,435422.3382409146
485,2010941.194099226
486,837.2969889049994
487,220393.57497118693
488,14.40235560722394
489,14009.809028002182
490,1702.1617677201198
491,67.0447890568635
492,312902.06069888745
493,42.32492305566232
494,441.06568986036
495,1205348.4842155753
496,652420.092343553
497,75363.38227834526
498,82.10493177719165
499,14270.4003335033
500,17487154.793807544
501,42556.5629541476
502,339.487916559063
503,195.50344915437668
504,17212364.237403836
505,83541.4681038327
506,3843.4863288745005
507,1892.410350325003
508,72.65725519893124
509,705663.7652051428
510,16.851401081152517
511,9.172113030683638
512,5441583.234170811
513,2515952.558519762
514,2953818.0962234503
515,1462361.739236769
516,1198087.1498706897
517,2268648.9886625977
518,17761046.78259717
519,234639.06494165058
520,824.7039482142285
521,865.3379933840213
522,5681.458542855199
523,4.213893475394118
524,512376.1725750328
525,6346.56271203415
526,32.3646647046894
527,60065.50491495234
528,2039803.793460383
529,6315.474503541245
530,163491.70845774096
531,17927067.524804596
532,30667272.106240377
533,448017.9156898073
534,623466.900899548
535,39426481.6939226
536,2.7024156251903
537,325329.42863999336
538,27749519.854291823
539,2656562.1266495693
540,26.407014229515713
541,121918586.8999927
542,47077554.71267752
543,1104411.8978385713
544,12.948267064087537
545,484.13601710754716
546,191027.09490605688
547,1228350.7991028263
548,744619.7237602258
549,637.3571840388928
550,745.8157517304762
551,22406.001402289254
552,5260038.37337058
553,232176.29769609592
554,18.147146252983507
555,3359179.7313894997
556,41297.93161020754
557,6161407.288733599
558,275877.14384751534
559,202198.22808026223
560,540.9048623481493
561,62606.138198316134
562,71739.00973825592
563,5650402.820473493
564,3971091.166399281
565,25381.09469265503
566,12038326.983429829
567,9513805.10628703
568,14.332367035577319
569,3971091.166399281
570,12463417.78598122
571,9.445980019961855
572,198358.28609612162
573,880478.6665049081
574,184215.8082455
575,1036640.4883758018
576,19298675.558102876
577,532286.1626563182
578,65439.76023059472
579,2158.8871010416096
580,26.378880156323657
581,722079.1938060363
582,1240124.8501319243
583,1490034.291941748
584,233634.70655732875
585,3485729.8401631187
586,24982202.769831847
587,992980.1547103004
588,10216210.821305338
589,1576.8544907996393
590,4855035.08371017
591,1198087.1498706897
592,24558.874253255024
593,11377546.074625237
594,18.691357418100594
595,101282.0349534768
596,92534.69867758332
597,2035615.9584945715
598,233055.22545228773
599,107.13747220408412
600,37.66364288970972
601,2821048.468464344
602,1877989.0152124201
603,3539372.9761603368
604,357420.01081781666
605,1645501.4317546652
606,48992142.51845696
607,8144762.706010785
608,11175161.80838306
609,565265.2846557521
610,9935.835004838817
611,46316754.78505422
612,39448.00980041545
613,40.934547243887806
614,1275.4214742138001
615,1319136.9947341648
616,98224.44321806717
617,15.69452416915978
618,28105.056783433847
619,5079112.6304140035
620,60910.705738787176
621,14890.04322404121
622,108497.91515017382
623,45.16566013865858
624,81353.14681425564
625,898897.5019213371
626,9791627.76721823
627,190776.0370699483
628,2181657.266199889
629,247444.47633989906
630,936806.2312332729
631,20.365010649007758
632,7666744.881229337
633,50.92656208785514
634,682.9440675247854
635,43197908.72168265
636,107434259.50263657
637,485496.7792161806
638,11404.795976490916
639,1191804.6091119917
640,28404.124062501225
641,3599346.7615045225
642,4415.492762133987
643,285460.82536594477
644,11936422.29172819
645,1328431.1788597791
646,610985.3695925563
647,51961.19792796979
648,1728206.2942934374
649,5.101437908411668
650,11245.909513751023
651,47.587031289616355
652,4353133.623890892
653,232038.39365089475
654,31079.244679005846
655,68384.8070702778
656,41.25774520292857
657,9250585.200778786
658,114.23572582132164
659,30.289927725525864
660,1291648.9376265877
661,1064246.9877439246
662,383.3059385856013
663,1480870.0923482804
664,3909879.3196890187
665,936977.7812827677
666,1560696.8924003823
667,1996473.9507834243
668,344.60460585978984
669,1808.7658961426837
670,40024.88483209102
671,205839.070192756
672,168.00590352320356
673,5368517.076641735
674,35.682505962734965
675,19455231.36015188
676,1268052.5048592556
677,42422.68081822102
678,82071754.45563626
679,1192514.0544941972
680,29.647331173088656
681,12.605664909341483
682,5068892.779787711
683,121.61837417421103
684,3589005.4778280836
685,12248093.986281745
686,45544.849714259304
687,95.83315578334707
688,555279.1600345505
689,409984.2000059924
690,797313.0046768738
691,408886.20510663616
692,32750664.916451093
693,1020688.588992152
694,92.99591617935619
695,74002.83996754194
696,17499500.166768733
697,14338877.42680435
698,1138570.2764053836
699,110416027.05626442
700,6666582.209170667
701,998270.7698127046
702,367427.9107973813
703,24.54106655876362
704,1393068.4446881295
705,24.436893917358063
706,648191.1015618991
707,2371246.8407007125
708,7030625.045208643
709,692550.4245662693
710,2263846.665523917
711,517618.05944304884
